,acq_week,N_week_cohort,initial_order,initial_order_per_cust,initial_spend,initial_aov,orders,orders_per_cust,spend,aov,year,holidays,weekofyear,linear,linear_1,merchant_index,merchant,category,subcategory
1748,2016-10-09,1769,1769,1.0,73967.01,41.8128942905596,2006,1.13397399660825,83517.55,41.6338733798604,0.0,0,40,0.0,0.0,100,giant_landover,Grocers,Supermarkets
1749,2016-10-16,1764,1764,1.0,59385.93,33.6654931972789,2005,1.13662131519274,67036.21,33.4345187032419,0.0,0,41,0.0056818181818181,3.22830578512397e-05,100,giant_landover,Grocers,Supermarkets
1750,2016-10-23,1680,1680,1.0,78810.69,46.911125,1867,1.11130952380952,89336.12,47.8500910551687,0.0,0,42,0.0113636363636364,0.0001291322314049,100,giant_landover,Grocers,Supermarkets
1751,2016-10-30,1592,1592,1.0,75047.94,47.1406658291457,1812,1.13819095477387,84452.88,46.6075496688742,0.0,0,43,0.0170454545454545,0.0002905475206611,100,giant_landover,Grocers,Supermarkets
1752,2016-11-06,2031,2031,1.0,90723.17,44.6692122107336,2320,1.14229443623831,101043.24,43.5531206896552,0.0,0,44,0.0227272727272727,0.0005165289256198,100,giant_landover,Grocers,Supermarkets
1753,2016-11-13,1806,1806,1.0,71031.81,39.3310132890365,2046,1.13289036544851,86769.55,42.4093597262952,0.0,0,45,0.0284090909090909,0.0008070764462809,100,giant_landover,Grocers,Supermarkets
1754,2016-11-20,2708,2708,1.0,108229.81,39.9666949778434,3118,1.15140324963072,127145.06,40.7777613855035,0.0,0,46,0.0340909090909091,0.0011621900826446,100,giant_landover,Grocers,Supermarkets
1755,2016-11-27,1498,1498,1.0,56800.92,37.9178371161549,1677,1.11949265687583,65601.7,39.1184853905784,0.0,0,47,0.0397727272727273,0.0015818698347107,100,giant_landover,Grocers,Supermarkets
1756,2016-12-04,1507,1507,1.0,64631.19,42.8873191771732,1730,1.14797611147976,71932.63,41.5795549132948,0.0,0,48,0.0454545454545455,0.0020661157024793,100,giant_landover,Grocers,Supermarkets
1757,2016-12-11,1557,1557,1.0,81144.49,52.1159216441876,1745,1.12074502247913,88215.66,50.5533868194843,0.0,0,49,0.0511363636363636,0.0026149276859504,100,giant_landover,Grocers,Supermarkets
1758,2016-12-18,2195,2195,1.0,119986.85,54.6637129840547,2505,1.14123006833713,136950.72,54.6709461077844,0.0,0,50,0.0568181818181818,0.0032283057851239,100,giant_landover,Grocers,Supermarkets
1759,2016-12-25,2288,2288,1.0,102199.81,44.6677491258741,2566,1.1215034965035,116735.68,45.4932501948558,0.0,1,51,0.0625,0.00390625,100,giant_landover,Grocers,Supermarkets
1760,2017-01-01,1695,1695,1.0,82570.46,48.7141356932153,1904,1.12330383480826,98197.05,51.574080882353,0.25,1,52,0.0681818181818182,0.0046487603305785,100,giant_landover,Grocers,Supermarkets
1761,2017-01-08,1397,1397,1.0,61023.91,43.6821116678597,1586,1.13528990694345,69171.96,43.6140983606557,0.25,0,1,0.0738636363636364,0.0054558367768595,100,giant_landover,Grocers,Supermarkets
1762,2017-01-15,1548,1548,1.0,72403.33,46.772177002584,1727,1.1156330749354,81022.1,46.9149392009265,0.25,0,2,0.0795454545454545,0.0063274793388429,100,giant_landover,Grocers,Supermarkets
1763,2017-01-22,1383,1383,1.0,62185.41,44.9641431670282,1555,1.12436731742589,67170.8,43.1966559485531,0.25,0,3,0.0852272727272727,0.0072636880165289,100,giant_landover,Grocers,Supermarkets
1764,2017-01-29,1301,1301,1.0,72196.7,55.493235972329,1468,1.12836279784781,77630.98,52.8821389645777,0.25,0,4,0.0909090909090909,0.0082644628099173,100,giant_landover,Grocers,Supermarkets
1765,2017-02-05,1479,1479,1.0,60593.67,40.9693509127789,1679,1.13522650439486,67442.1,40.1680166765932,0.25,0,5,0.0965909090909091,0.0093298037190082,100,giant_landover,Grocers,Supermarkets
1766,2017-02-12,1663,1663,1.0,74445.08,44.7655321707757,1937,1.16476247745039,86261.11,44.533355704698,0.25,0,6,0.102272727272727,0.0104597107438017,100,giant_landover,Grocers,Supermarkets
1767,2017-02-19,1525,1525,1.0,82167.72,53.8804721311476,1698,1.11344262295082,89423.02,52.6637338044759,0.25,0,7,0.107954545454545,0.0116541838842975,100,giant_landover,Grocers,Supermarkets
1768,2017-02-26,1347,1347,1.0,69665.48,51.7189903489236,1526,1.13288789903489,78231.66,51.2658322411534,0.25,0,8,0.113636363636364,0.0129132231404959,100,giant_landover,Grocers,Supermarkets
1769,2017-03-05,1384,1384,1.0,53735.25,38.8260476878613,1555,1.1235549132948,61484.83,39.5400836012862,0.25,0,9,0.119318181818182,0.0142368285123967,100,giant_landover,Grocers,Supermarkets
1770,2017-03-12,1312,1312,1.0,69523.36,52.9903658536586,1449,1.10442073170732,76766.74,52.9791166321601,0.25,0,10,0.125,0.015625,100,giant_landover,Grocers,Supermarkets
1771,2017-03-19,1235,1235,1.0,53210.08,43.0850850202429,1355,1.09716599190283,56840.51,41.9487158671587,0.25,0,11,0.130681818181818,0.0170777376033058,100,giant_landover,Grocers,Supermarkets
1772,2017-03-26,1170,1170,1.0,53789.9,45.9742735042735,1292,1.1042735042735,59935.94,46.3900464396285,0.25,0,12,0.136363636363636,0.018595041322314,100,giant_landover,Grocers,Supermarkets
1773,2017-04-02,1155,1155,1.0,49282.45,42.6687878787879,1262,1.09264069264069,51933.92,41.1520760697306,0.25,0,13,0.142045454545455,0.0201769111570248,100,giant_landover,Grocers,Supermarkets
1774,2017-04-09,1372,1372,1.0,54508.05,39.7288994169096,1540,1.12244897959184,62973.0,40.8915584415584,0.25,0,14,0.147727272727273,0.021823347107438,100,giant_landover,Grocers,Supermarkets
1775,2017-04-16,1275,1275,1.0,53538.17,41.9907215686275,1369,1.07372549019608,58763.21,42.9241855368882,0.25,0,15,0.153409090909091,0.0235343491735537,100,giant_landover,Grocers,Supermarkets
1776,2017-04-23,1083,1083,1.0,49078.31,45.316999076639,1166,1.07663896583564,57013.38,48.8965523156089,0.25,0,16,0.159090909090909,0.0253099173553719,100,giant_landover,Grocers,Supermarkets
1777,2017-04-30,1210,1210,1.0,70375.23,58.161347107438,1331,1.1,79049.93,59.3913824192337,0.25,0,17,0.164772727272727,0.0271500516528926,100,giant_landover,Grocers,Supermarkets
1778,2017-05-07,1219,1219,1.0,67293.3,55.2036915504512,1359,1.11484823625923,89371.65,65.7628035320088,0.25,0,18,0.170454545454545,0.0290547520661157,100,giant_landover,Grocers,Supermarkets
1779,2017-05-14,1327,1327,1.0,58318.99,43.947995478523,1473,1.11002260738508,63757.95,43.2844195519348,0.25,0,19,0.176136363636364,0.0310240185950413,100,giant_landover,Grocers,Supermarkets
1780,2017-05-21,1286,1286,1.0,50824.07,39.5210497667185,1407,1.09409020217729,57252.72,40.6913432835821,0.25,0,20,0.181818181818182,0.0330578512396694,100,giant_landover,Grocers,Supermarkets
1781,2017-05-28,1495,1495,1.0,74261.5,49.6732441471572,1651,1.10434782608696,79853.24,48.3665899454876,0.25,0,21,0.1875,0.03515625,100,giant_landover,Grocers,Supermarkets
1782,2017-06-04,1439,1439,1.0,61384.87,42.6580055594163,1630,1.13273106323836,72908.25,44.7289877300614,0.25,0,22,0.193181818181818,0.0373192148760331,100,giant_landover,Grocers,Supermarkets
1783,2017-06-11,1604,1604,1.0,95622.87,59.6152556109726,1797,1.12032418952618,105496.77,58.7071619365609,0.25,0,23,0.198863636363636,0.0395467458677686,100,giant_landover,Grocers,Supermarkets
1784,2017-06-18,1467,1467,1.0,102885.58,70.1333197000682,1663,1.13360599863667,118082.9,71.005953096813,0.25,0,24,0.204545454545455,0.0418388429752066,100,giant_landover,Grocers,Supermarkets
1785,2017-06-25,1580,1580,1.0,89764.59,56.8130316455696,1809,1.14493670886076,109969.96,60.7904698728579,0.25,0,25,0.210227272727273,0.0441955061983471,100,giant_landover,Grocers,Supermarkets
1786,2017-07-02,1756,1756,1.0,84684.05,48.2255410022779,2009,1.14407744874715,97016.17,48.2907765057242,0.25,0,26,0.215909090909091,0.0466167355371901,100,giant_landover,Grocers,Supermarkets
1787,2017-07-09,1405,1405,1.0,76239.14,54.2627330960854,1596,1.13594306049822,85948.24,53.8522807017544,0.25,0,27,0.221590909090909,0.0491025309917355,100,giant_landover,Grocers,Supermarkets
1788,2017-07-16,1386,1386,1.0,75426.18,54.4200432900433,1631,1.17676767676768,92325.23,56.6065174739424,0.25,0,28,0.227272727272727,0.0516528925619835,100,giant_landover,Grocers,Supermarkets
1789,2017-07-23,1312,1312,1.0,93808.32,71.500243902439,1492,1.13719512195122,109438.14,73.3499597855228,0.25,0,29,0.232954545454545,0.0542678202479339,100,giant_landover,Grocers,Supermarkets
1790,2017-07-30,1408,1408,1.0,105493.3,74.92421875,1623,1.15269886363636,119487.11,73.6211398644486,0.25,0,30,0.238636363636364,0.0569473140495868,100,giant_landover,Grocers,Supermarkets
1791,2017-08-06,1349,1349,1.0,68557.64,50.8210822831727,1509,1.11860637509266,74626.55,49.4543074884029,0.25,0,31,0.244318181818182,0.0596913739669422,100,giant_landover,Grocers,Supermarkets
1792,2017-08-13,1233,1233,1.0,62352.38,50.5696512570965,1364,1.10624493106245,69160.25,50.703995601173,0.25,0,32,0.25,0.0625,100,giant_landover,Grocers,Supermarkets
1793,2017-08-20,1225,1225,1.0,55996.09,45.711093877551,1374,1.12163265306122,61944.97,45.0836754002911,0.25,0,33,0.255681818181818,0.0653731921487603,100,giant_landover,Grocers,Supermarkets
1794,2017-08-27,1170,1170,1.0,58253.7,49.7894871794872,1311,1.12051282051282,63425.3,48.3793287566743,0.25,0,34,0.261363636363636,0.0683109504132231,100,giant_landover,Grocers,Supermarkets
1795,2017-09-03,1141,1141,1.0,57091.41,50.0362927256792,1256,1.10078878177038,69129.88,55.0397133757962,0.25,0,35,0.267045454545455,0.0713132747933884,100,giant_landover,Grocers,Supermarkets
1796,2017-09-10,1071,1071,1.0,50750.17,47.3857796451914,1187,1.10830999066293,54269.04,45.7194945240101,0.25,0,36,0.272727272727273,0.0743801652892562,100,giant_landover,Grocers,Supermarkets
1797,2017-09-17,1074,1074,1.0,43041.42,40.0758100558659,1205,1.1219739292365,49459.24,41.0450124481328,0.25,0,37,0.278409090909091,0.0775116219008265,100,giant_landover,Grocers,Supermarkets
1798,2017-09-24,1033,1033,1.0,81971.47,79.3528267182962,1133,1.09680542110358,100382.82,88.5991350397176,0.25,0,38,0.284090909090909,0.0807076446280992,100,giant_landover,Grocers,Supermarkets
1799,2017-10-01,896,896,1.0,70114.56,78.2528571428571,977,1.09040178571429,87287.95,89.342835209826,0.25,0,39,0.289772727272727,0.0839682334710744,100,giant_landover,Grocers,Supermarkets
1800,2017-10-08,942,942,1.0,52485.99,55.7176114649682,1029,1.09235668789809,57848.42,56.2180952380952,0.25,0,40,0.295454545454545,0.0872933884297521,100,giant_landover,Grocers,Supermarkets
1801,2017-10-15,879,879,1.0,48201.8,54.8370875995449,980,1.11490329920364,54846.02,55.9653265306122,0.25,0,41,0.301136363636364,0.0906831095041322,100,giant_landover,Grocers,Supermarkets
1802,2017-10-22,835,835,1.0,31008.38,37.1357844311377,901,1.07904191616766,35449.07,39.3441398446171,0.25,0,42,0.306818181818182,0.0941373966942149,100,giant_landover,Grocers,Supermarkets
1803,2017-10-29,795,795,1.0,36960.54,46.4912452830189,863,1.08553459119497,47901.58,55.505886442642,0.25,0,43,0.3125,0.09765625,100,giant_landover,Grocers,Supermarkets
1804,2017-11-05,743,743,1.0,33290.8,44.8059219380888,819,1.10228802153432,35984.69,43.9373504273504,0.25,0,44,0.318181818181818,0.101239669421488,100,giant_landover,Grocers,Supermarkets
1805,2017-11-12,771,771,1.0,50953.9,66.0880674448768,839,1.08819714656291,61924.44,73.8074374255066,0.25,0,45,0.323863636363636,0.104887654958678,100,giant_landover,Grocers,Supermarkets
1806,2017-11-19,1368,1368,1.0,66827.86,48.8507748538012,1539,1.125,74682.39,48.5265692007797,0.25,0,46,0.329545454545455,0.10860020661157,100,giant_landover,Grocers,Supermarkets
1807,2017-11-26,687,687,1.0,39926.28,58.1168558951965,753,1.09606986899563,44888.5,59.6128818061089,0.25,0,47,0.335227272727273,0.112377324380165,100,giant_landover,Grocers,Supermarkets
1808,2017-12-03,696,696,1.0,43602.67,62.6475143678161,781,1.12212643678161,48472.28,62.0643790012804,0.25,0,48,0.340909090909091,0.116219008264463,100,giant_landover,Grocers,Supermarkets
1809,2017-12-10,676,676,1.0,45028.89,66.6107840236687,736,1.0887573964497,50101.82,68.073125,0.25,0,49,0.346590909090909,0.120125258264463,100,giant_landover,Grocers,Supermarkets
1810,2017-12-17,993,993,1.0,51729.55,52.0942094662638,1084,1.09164149043303,57889.84,53.4039114391144,0.25,0,50,0.352272727272727,0.124096074380165,100,giant_landover,Grocers,Supermarkets
1811,2017-12-24,1193,1193,1.0,43615.48,36.5594970662196,1301,1.0905280804694,47872.99,36.7970714834743,0.25,0,51,0.357954545454545,0.12813145661157,100,giant_landover,Grocers,Supermarkets
1812,2017-12-31,838,838,1.0,37690.25,44.9764319809069,924,1.10262529832936,40442.49,43.7689285714286,0.25,0,52,0.363636363636364,0.132231404958678,100,giant_landover,Grocers,Supermarkets
1813,2018-01-07,623,623,1.0,31640.91,50.7879775280899,688,1.10433386837881,36776.36,53.454011627907,0.5,0,1,0.369318181818182,0.136395919421488,100,giant_landover,Grocers,Supermarkets
1814,2018-01-14,657,657,1.0,38273.34,58.254703196347,730,1.11111111111111,46680.72,63.9461917808219,0.5,0,2,0.375,0.140625,100,giant_landover,Grocers,Supermarkets
1815,2018-01-21,589,589,1.0,29590.92,50.2392529711375,656,1.11375212224109,34361.59,52.3804725609756,0.5,0,3,0.380681818181818,0.144918646694215,100,giant_landover,Grocers,Supermarkets
1816,2018-01-28,644,644,1.0,35661.69,55.3752950310559,707,1.09782608695652,40204.35,56.8661244695898,0.5,0,4,0.386363636363636,0.149276859504132,100,giant_landover,Grocers,Supermarkets
1817,2018-02-04,564,564,1.0,22541.46,39.9671276595745,616,1.09219858156028,24551.58,39.856461038961,0.5,0,5,0.392045454545455,0.153699638429752,100,giant_landover,Grocers,Supermarkets
1818,2018-02-11,696,696,1.0,25873.38,37.1743965517241,760,1.09195402298851,27801.35,36.5807236842105,0.5,0,6,0.397727272727273,0.158186983471074,100,giant_landover,Grocers,Supermarkets
1819,2018-02-18,645,645,1.0,32346.24,50.1492093023256,703,1.08992248062016,37108.65,52.7861308677098,0.5,0,7,0.403409090909091,0.162738894628099,100,giant_landover,Grocers,Supermarkets
1820,2018-02-25,669,669,1.0,26732.25,39.9585201793722,714,1.06726457399103,31042.79,43.4772969187675,0.5,0,8,0.409090909090909,0.167355371900826,100,giant_landover,Grocers,Supermarkets
1821,2018-03-04,712,712,1.0,44524.4,62.5342696629214,791,1.11095505617978,52713.16,66.6411630847029,0.5,0,9,0.414772727272727,0.172036415289256,100,giant_landover,Grocers,Supermarkets
1822,2018-03-11,704,704,1.0,33052.83,46.9500426136364,772,1.09659090909091,41326.06,53.5311658031088,0.5,0,10,0.420454545454546,0.176782024793388,100,giant_landover,Grocers,Supermarkets
1823,2018-03-18,684,684,1.0,34873.19,50.9841959064328,762,1.1140350877193,40079.16,52.5973228346457,0.5,0,11,0.426136363636364,0.181592200413223,100,giant_landover,Grocers,Supermarkets
1824,2018-03-25,843,843,1.0,39861.91,47.2857769869514,936,1.11032028469751,48584.99,51.9070405982906,0.5,0,12,0.431818181818182,0.18646694214876,100,giant_landover,Grocers,Supermarkets
1825,2018-04-01,803,803,1.0,38744.6,48.2498132004981,881,1.09713574097136,41501.99,47.1078206583428,0.5,0,13,0.4375,0.19140625,100,giant_landover,Grocers,Supermarkets
1826,2018-04-08,669,669,1.0,31102.34,46.4907922272048,728,1.0881913303438,32719.71,44.9446565934066,0.5,0,14,0.443181818181818,0.196410123966942,100,giant_landover,Grocers,Supermarkets
1827,2018-04-15,674,674,1.0,25245.28,37.4559050445104,735,1.09050445103858,33783.57,45.9640408163265,0.5,0,15,0.448863636363636,0.201478564049587,100,giant_landover,Grocers,Supermarkets
1828,2018-04-22,699,699,1.0,33271.44,47.5986266094421,771,1.10300429184549,35909.98,46.5758495460441,0.5,0,16,0.454545454545455,0.206611570247934,100,giant_landover,Grocers,Supermarkets
1829,2018-04-29,721,721,1.0,34663.12,48.0764493758669,801,1.11095700416089,37293.65,46.5588639200999,0.5,0,17,0.460227272727273,0.211809142561984,100,giant_landover,Grocers,Supermarkets
1830,2018-05-06,753,753,1.0,41351.11,54.9151527224436,822,1.09163346613546,43904.34,53.4116058394161,0.5,0,18,0.465909090909091,0.217071280991736,100,giant_landover,Grocers,Supermarkets
1831,2018-05-13,877,877,1.0,44727.1,51.0001140250855,974,1.11060433295325,47640.78,48.9125051334702,0.5,0,19,0.471590909090909,0.22239798553719,100,giant_landover,Grocers,Supermarkets
1832,2018-05-20,856,856,1.0,54388.45,63.5379088785047,971,1.13434579439252,60615.53,62.4258805355304,0.5,0,20,0.477272727272727,0.227789256198347,100,giant_landover,Grocers,Supermarkets
1833,2018-05-27,901,901,1.0,48707.04,54.0588679245283,987,1.09544950055494,54125.12,54.8380141843972,0.5,0,21,0.482954545454546,0.233245092975207,100,giant_landover,Grocers,Supermarkets
1834,2018-06-03,1018,1018,1.0,61955.19,60.8597151277014,1180,1.15913555992141,66971.32,56.7553559322034,0.5,0,22,0.488636363636364,0.238765495867769,100,giant_landover,Grocers,Supermarkets
1835,2018-06-10,1024,1024,1.0,53485.01,52.231455078125,1155,1.1279296875,60641.09,52.5031082251082,0.5,0,23,0.494318181818182,0.244350464876033,100,giant_landover,Grocers,Supermarkets
1836,2018-06-17,1048,1048,1.0,53552.86,51.1000572519084,1204,1.14885496183206,59051.11,49.0457724252492,0.5,0,24,0.5,0.25,100,giant_landover,Grocers,Supermarkets
1837,2018-06-24,1015,1015,1.0,58172.61,57.3129162561576,1150,1.13300492610837,66348.43,57.6942869565217,0.5,0,25,0.505681818181818,0.25571410123967,100,giant_landover,Grocers,Supermarkets
1838,2018-07-01,1291,1291,1.0,83118.38,64.3829434546863,1494,1.15724244771495,94406.49,63.190421686747,0.5,0,26,0.511363636363636,0.261492768595041,100,giant_landover,Grocers,Supermarkets
1839,2018-07-08,1028,1028,1.0,56726.31,55.1812354085603,1185,1.15272373540856,62883.92,53.0665991561182,0.5,0,27,0.517045454545455,0.267336002066116,100,giant_landover,Grocers,Supermarkets
1840,2018-07-15,1047,1047,1.0,78117.14,74.6104489016237,1208,1.15377268385864,84579.05,70.0157698675497,0.5,0,28,0.522727272727273,0.273243801652893,100,giant_landover,Grocers,Supermarkets
1841,2018-07-22,987,987,1.0,57880.83,58.6431914893617,1125,1.13981762917933,75925.64,67.4894577777778,0.5,0,29,0.528409090909091,0.279216167355372,100,giant_landover,Grocers,Supermarkets
1842,2018-07-29,927,927,1.0,52337.22,56.4587055016181,1092,1.17799352750809,64736.0,59.2820512820513,0.5,0,30,0.534090909090909,0.285253099173554,100,giant_landover,Grocers,Supermarkets
1843,2018-08-05,1032,1032,1.0,65643.13,63.6076841085271,1209,1.17151162790698,78707.03,65.1009346567411,0.5,0,31,0.539772727272727,0.291354597107438,100,giant_landover,Grocers,Supermarkets
1844,2018-08-12,926,926,1.0,47650.3,51.4582073434125,1047,1.13066954643629,52070.34,49.732893982808,0.5,0,32,0.545454545454545,0.297520661157025,100,giant_landover,Grocers,Supermarkets
1845,2018-08-19,960,960,1.0,74660.23,77.7710729166667,1099,1.14479166666667,93789.29,85.3405732484077,0.5,0,33,0.551136363636364,0.303751291322314,100,giant_landover,Grocers,Supermarkets
1846,2018-08-26,841,841,1.0,44437.38,52.8387395957194,947,1.12604042806183,47782.56,50.4567687434002,0.5,0,34,0.556818181818182,0.310046487603306,100,giant_landover,Grocers,Supermarkets
1847,2018-09-02,891,891,1.0,36670.08,41.1560942760943,994,1.11560044893378,49241.01,49.5382394366197,0.5,0,35,0.5625,0.31640625,100,giant_landover,Grocers,Supermarkets
1848,2018-09-09,811,811,1.0,54318.13,66.9767324290999,929,1.14549938347719,58740.93,63.2302798708289,0.5,0,36,0.568181818181818,0.322830578512397,100,giant_landover,Grocers,Supermarkets
1849,2018-09-16,730,730,1.0,39818.76,54.5462465753425,830,1.13698630136986,42554.59,51.2705903614458,0.5,0,37,0.573863636363636,0.329319473140496,100,giant_landover,Grocers,Supermarkets
1850,2018-09-23,655,655,1.0,28522.67,43.5460610687023,729,1.11297709923664,33285.45,45.6590534979424,0.5,0,38,0.579545454545455,0.335872933884298,100,giant_landover,Grocers,Supermarkets
1851,2018-09-30,697,697,1.0,41507.64,59.5518507890961,769,1.10329985652798,43223.02,56.2067880364109,0.5,0,39,0.585227272727273,0.342490960743802,100,giant_landover,Grocers,Supermarkets
1852,2018-10-07,682,682,1.0,43544.25,63.8478739002933,789,1.15689149560117,47040.62,59.6205576679341,0.5,0,40,0.590909090909091,0.349173553719008,100,giant_landover,Grocers,Supermarkets
1853,2018-10-14,678,678,1.0,26529.29,39.1287463126844,746,1.10029498525074,29069.96,38.9677747989276,0.5,0,41,0.596590909090909,0.355920712809917,100,giant_landover,Grocers,Supermarkets
1854,2018-10-21,604,604,1.0,33742.88,55.8656953642384,644,1.06622516556291,37741.84,58.6053416149068,0.5,0,42,0.602272727272727,0.362732438016529,100,giant_landover,Grocers,Supermarkets
1855,2018-10-28,606,606,1.0,25707.1,42.4209570957096,653,1.07755775577558,29885.28,45.7661255742726,0.5,0,43,0.607954545454546,0.369608729338843,100,giant_landover,Grocers,Supermarkets
1856,2018-11-04,559,559,1.0,29378.14,52.5548121645796,628,1.12343470483005,30928.21,49.2487420382166,0.5,0,44,0.613636363636364,0.37654958677686,100,giant_landover,Grocers,Supermarkets
1857,2018-11-11,623,623,1.0,24230.09,38.8926003210273,677,1.08667736757624,25905.92,38.2657607090103,0.5,1,45,0.619318181818182,0.383555010330579,100,giant_landover,Grocers,Supermarkets
1858,2018-11-18,1081,1081,1.0,40010.04,37.0120629047179,1251,1.1572617946346,44707.04,35.7370423661071,0.5,0,46,0.625,0.390625,100,giant_landover,Grocers,Supermarkets
1859,2018-11-25,531,531,1.0,24069.65,45.3289077212806,585,1.10169491525424,25672.78,43.885094017094,0.5,0,47,0.630681818181818,0.397759555785124,100,giant_landover,Grocers,Supermarkets
1860,2018-12-02,540,540,1.0,35469.47,65.6842037037037,600,1.11111111111111,39827.48,66.3791333333333,0.5,0,48,0.636363636363636,0.40495867768595,100,giant_landover,Grocers,Supermarkets
1861,2018-12-09,543,543,1.0,26325.85,48.4822283609577,603,1.11049723756906,29097.38,48.2543615257048,0.5,0,49,0.642045454545455,0.412222365702479,100,giant_landover,Grocers,Supermarkets
1862,2018-12-16,693,693,1.0,38416.41,55.4349350649351,766,1.10533910533911,40538.87,52.9228067885118,0.5,0,50,0.647727272727273,0.419550619834711,100,giant_landover,Grocers,Supermarkets
1863,2018-12-23,915,915,1.0,44894.93,49.0654972677596,1019,1.11366120218579,47448.01,46.5633071638862,0.5,0,51,0.653409090909091,0.426943440082645,100,giant_landover,Grocers,Supermarkets
1864,2018-12-30,666,666,1.0,30590.55,45.9317567567568,752,1.12912912912913,36503.26,48.5415691489362,0.5,0,52,0.659090909090909,0.434400826446281,100,giant_landover,Grocers,Supermarkets
1865,2019-01-06,489,489,1.0,27730.44,56.7084662576687,546,1.11656441717791,35262.24,64.5828571428571,0.75,0,1,0.664772727272727,0.44192277892562,100,giant_landover,Grocers,Supermarkets
1866,2019-01-13,484,484,1.0,28028.52,57.9101652892562,522,1.07851239669422,29112.14,55.7703831417625,0.75,0,2,0.670454545454546,0.449509297520661,100,giant_landover,Grocers,Supermarkets
1867,2019-01-20,493,493,1.0,28632.8,58.0787018255578,552,1.11967545638945,30543.34,55.3321376811594,0.75,0,3,0.676136363636364,0.457160382231405,100,giant_landover,Grocers,Supermarkets
1868,2019-01-27,495,495,1.0,28138.03,56.8445050505051,554,1.11919191919192,32529.94,58.7183032490975,0.75,0,4,0.681818181818182,0.464876033057851,100,giant_landover,Grocers,Supermarkets
1869,2019-02-03,484,484,1.0,28053.12,57.9609917355372,545,1.12603305785124,29601.81,54.315247706422,0.75,0,5,0.6875,0.47265625,100,giant_landover,Grocers,Supermarkets
1870,2019-02-10,544,544,1.0,31123.41,57.2121507352941,590,1.08455882352941,32344.14,54.8205762711864,0.75,0,6,0.693181818181818,0.480501033057851,100,giant_landover,Grocers,Supermarkets
1871,2019-02-17,522,522,1.0,22322.94,42.7642528735632,574,1.09961685823755,26511.48,46.1872473867596,0.75,0,7,0.698863636363636,0.488410382231405,100,giant_landover,Grocers,Supermarkets
1872,2019-02-24,488,488,1.0,15851.27,32.4821106557377,523,1.07172131147541,16777.82,32.0799617590822,0.75,0,8,0.704545454545455,0.496384297520661,100,giant_landover,Grocers,Supermarkets
1873,2019-03-03,544,544,1.0,39910.95,73.3657169117647,589,1.08272058823529,43980.92,74.6704923599321,0.75,0,9,0.710227272727273,0.50442277892562,100,giant_landover,Grocers,Supermarkets
1874,2019-03-10,606,606,1.0,25017.15,41.2824257425743,684,1.12871287128713,27214.83,39.7877631578947,0.75,0,10,0.715909090909091,0.512525826446281,100,giant_landover,Grocers,Supermarkets
1875,2019-03-17,590,590,1.0,29852.3,50.5971186440678,660,1.11864406779661,31247.53,47.3447424242424,0.75,0,11,0.721590909090909,0.520693440082645,100,giant_landover,Grocers,Supermarkets
1876,2019-03-24,559,559,1.0,24745.89,44.2681395348837,636,1.13774597495528,26549.81,41.7449842767296,0.75,0,12,0.727272727272727,0.528925619834711,100,giant_landover,Grocers,Supermarkets
1877,2019-03-31,576,576,1.0,30253.31,52.5231076388889,621,1.078125,34689.58,55.8608373590982,0.75,0,13,0.732954545454546,0.537222365702479,100,giant_landover,Grocers,Supermarkets
1878,2019-04-07,563,563,1.0,39357.72,69.9071403197158,628,1.11545293072824,41176.39,65.5675,0.75,0,14,0.738636363636364,0.54558367768595,100,giant_landover,Grocers,Supermarkets
1879,2019-04-14,590,590,1.0,25029.96,42.4236610169492,645,1.09322033898305,26996.56,41.8551317829457,0.75,0,15,0.744318181818182,0.554009555785124,100,giant_landover,Grocers,Supermarkets
1880,2019-04-21,621,621,1.0,22128.28,35.6333011272142,682,1.09822866344605,23648.31,34.6749413489736,0.75,0,16,0.75,0.5625,100,giant_landover,Grocers,Supermarkets
1881,2019-04-28,533,533,1.0,20500.56,38.4625891181989,589,1.10506566604128,22390.77,38.0148896434635,0.75,0,17,0.755681818181818,0.571055010330579,100,giant_landover,Grocers,Supermarkets
1882,2019-05-05,601,601,1.0,27916.54,46.450149750416,674,1.12146422628952,30349.19,45.028471810089,0.75,0,18,0.761363636363636,0.579674586776859,100,giant_landover,Grocers,Supermarkets
1883,2019-05-12,717,717,1.0,32860.51,45.8305578800558,788,1.09902370990237,35424.25,44.9546319796954,0.75,0,19,0.767045454545455,0.588358729338843,100,giant_landover,Grocers,Supermarkets
1884,2019-05-19,752,752,1.0,32836.86,43.6660372340425,828,1.10106382978723,35074.84,42.3609178743961,0.75,0,20,0.772727272727273,0.597107438016529,100,giant_landover,Grocers,Supermarkets
1885,2019-05-26,880,880,1.0,45473.59,51.6745340909091,992,1.12727272727273,58085.48,58.5539112903226,0.75,0,21,0.778409090909091,0.605920712809918,100,giant_landover,Grocers,Supermarkets
1886,2019-06-02,834,834,1.0,41469.78,49.7239568345324,966,1.15827338129496,45669.4,47.2768115942029,0.75,0,22,0.784090909090909,0.614798553719008,100,giant_landover,Grocers,Supermarkets
1887,2019-06-09,814,814,1.0,42131.35,51.7584152334152,931,1.14373464373464,49367.11,53.0258968850698,0.75,0,23,0.789772727272727,0.623740960743802,100,giant_landover,Grocers,Supermarkets
