,acq_week,N_week_cohort,initial_order,initial_order_per_cust,initial_spend,initial_aov,orders,orders_per_cust,spend,aov,year,holidays,weekofyear,linear,linear_1,merchant_index,merchant,category,subcategory
10012,2017-11-19,145,145,1.0,1676.9,11.5648275862069,151,1.04137931034483,1814.9,12.0192052980132,0.25,0,46,0.329545454545455,0.10860020661157,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10013,2017-11-26,166,166,1.0,2993.40219999999,18.0325433734939,177,1.06626506024096,3147.45219999999,17.782215819209,0.25,0,47,0.335227272727273,0.112377324380165,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10014,2017-12-03,195,195,1.0,6019.50659999997,30.8692646153845,201,1.03076923076923,7357.45879999996,36.6042726368157,0.25,0,48,0.340909090909091,0.116219008264463,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10015,2017-12-10,174,174,1.0,2107.7,12.1132183908046,180,1.03448275862069,2276.35,12.6463888888889,0.25,0,49,0.346590909090909,0.120125258264463,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10016,2017-12-17,162,162,1.0,2116.9,13.0672839506173,169,1.04320987654321,2210.35,13.0789940828402,0.25,0,50,0.352272727272727,0.124096074380165,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10017,2017-12-24,150,150,1.0,1990.61,13.2707333333333,156,1.04,2067.47,13.2530128205128,0.25,0,51,0.357954545454545,0.12813145661157,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10018,2017-12-31,198,198,1.0,3655.15219999999,18.4603646464646,212,1.07070707070707,3806.20219999999,17.9537839622641,0.25,0,52,0.363636363636364,0.132231404958678,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10019,2018-01-07,143,143,1.0,2149.96,15.0346853146853,154,1.07692307692308,3593.16219999999,23.332222077922,0.5,0,1,0.369318181818182,0.136395919421488,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10020,2018-01-14,123,123,1.0,1464.65,11.9077235772358,133,1.08130081300813,2887.85219999999,21.7131744360902,0.5,0,2,0.375,0.140625,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10021,2018-01-21,133,133,1.0,1735.27,13.0471428571429,140,1.05263157894737,1830.27,13.0733571428571,0.5,0,3,0.380681818181818,0.144918646694215,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10022,2018-01-28,121,121,1.0,1585.75,13.1053719008264,130,1.07438016528926,1776.33,13.6640769230769,0.5,0,4,0.386363636363636,0.149276859504132,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10023,2018-02-04,121,121,1.0,2196.15,18.15,126,1.04132231404959,2264.15,17.9694444444444,0.5,0,5,0.392045454545455,0.153699638429752,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10024,2018-02-11,137,137,1.0,4469.90439999998,32.6270394160583,141,1.02919708029197,4504.60439999998,31.9475489361701,0.5,0,6,0.397727272727273,0.158186983471074,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10025,2018-02-18,104,104,1.0,1540.12,14.8088461538462,109,1.04807692307692,1617.07,14.835504587156,0.5,0,7,0.403409090909091,0.162738894628099,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10026,2018-02-25,107,107,1.0,1573.55,14.7060747663551,111,1.03738317757009,1646.55,14.8337837837838,0.5,0,8,0.409090909090909,0.167355371900826,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10027,2018-03-04,132,132,1.0,2980.12219999999,22.5766833333333,137,1.03787878787879,3036.97219999999,22.1676802919707,0.5,0,9,0.414772727272727,0.172036415289256,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10028,2018-03-11,130,130,1.0,1684.15,12.955,140,1.07692307692308,1782.65,12.7332142857143,0.5,0,10,0.420454545454546,0.176782024793388,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10029,2018-03-18,123,123,1.0,4214.65439999998,34.2654829268291,129,1.04878048780488,5540.45659999997,42.949275968992,0.5,0,11,0.426136363636364,0.181592200413223,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10030,2018-03-25,110,110,1.0,1342.9,12.2081818181818,119,1.08181818181818,1420.6,11.9378151260504,0.5,0,12,0.431818181818182,0.18646694214876,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10031,2018-04-01,158,158,1.0,3199.95219999999,20.2528620253164,167,1.05696202531646,3288.30219999999,19.6904323353293,0.5,0,13,0.4375,0.19140625,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10032,2018-04-08,125,125,1.0,1911.1,15.2888,139,1.112,2042.2,14.6920863309353,0.5,0,14,0.443181818181818,0.196410123966942,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10033,2018-04-15,145,145,1.0,4439.50439999998,30.6172717241378,151,1.04137931034483,4641.90439999998,30.7410887417217,0.5,0,15,0.448863636363636,0.201478564049587,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10034,2018-04-22,144,144,1.0,3103.00219999999,21.5486263888888,149,1.03472222222222,3158.92219999999,21.2008201342281,0.5,0,16,0.454545454545455,0.206611570247934,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10035,2018-04-29,95,95,1.0,4672.57659999997,49.185016842105,97,1.02105263157895,4684.22659999997,48.2909958762884,0.5,0,17,0.460227272727273,0.211809142561984,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10036,2018-05-06,139,139,1.0,5320.26659999997,38.2752992805753,146,1.05035971223022,5395.56659999997,36.9559356164382,0.5,0,18,0.465909090909091,0.217071280991736,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10037,2018-05-13,130,130,1.0,1653.5,12.7192307692308,137,1.05384615384615,1794.25,13.0967153284672,0.5,0,19,0.471590909090909,0.22239798553719,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10038,2018-05-20,145,145,1.0,1801.61,12.4248965517241,153,1.0551724137931,1935.77,12.652091503268,0.5,0,20,0.477272727272727,0.227789256198347,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10039,2018-05-27,165,165,1.0,2059.06,12.4791515151515,179,1.08484848484849,2301.71,12.8587150837989,0.5,0,21,0.482954545454546,0.233245092975207,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10040,2018-06-03,148,148,1.0,2134.71,14.4237162162162,154,1.04054054054054,2193.66,14.2445454545455,0.5,0,22,0.488636363636364,0.238765495867769,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10041,2018-06-10,161,161,1.0,1972.13,12.2492546583851,170,1.05590062111801,2118.24,12.4602352941176,0.5,0,23,0.494318181818182,0.244350464876033,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10042,2018-06-17,169,169,1.0,1894.66,11.2110059171598,177,1.04733727810651,2074.66,11.7212429378531,0.5,0,24,0.5,0.25,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10043,2018-06-24,178,178,1.0,1935.22,10.8720224719101,195,1.09550561797753,2190.22,11.2318974358974,0.5,0,25,0.505681818181818,0.25571410123967,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10044,2018-07-01,160,160,1.0,1689.55,10.5596875,172,1.075,1836.45,10.6770348837209,0.5,0,26,0.511363636363636,0.261492768595041,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10045,2018-07-08,189,189,1.0,4798.70439999998,25.3899703703703,195,1.03174603174603,4935.40439999998,25.3097661538461,0.5,0,27,0.517045454545455,0.267336002066116,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10046,2018-07-15,185,185,1.0,2451.79,13.2529189189189,198,1.07027027027027,2618.64,13.2254545454545,0.5,0,28,0.522727272727273,0.273243801652893,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10047,2018-07-22,170,170,1.0,2069.31,12.1724117647059,178,1.04705882352941,2161.96,12.1458426966292,0.5,0,29,0.528409090909091,0.279216167355372,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10048,2018-07-29,201,201,1.0,3520.41219999999,17.5144885572139,207,1.02985074626866,3625.16219999999,17.5128608695652,0.5,0,30,0.534090909090909,0.285253099173554,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10049,2018-08-05,186,186,1.0,3436.53219999999,18.4759795698924,195,1.04838709677419,3595.83219999999,18.4401651282051,0.5,0,31,0.539772727272727,0.291354597107438,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10050,2018-08-12,198,198,1.0,3703.75219999999,18.7058191919191,209,1.05555555555556,3870.75219999999,18.5203454545454,0.5,0,32,0.545454545454545,0.297520661157025,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10051,2018-08-19,171,171,1.0,1649.5,9.64619883040936,177,1.03508771929825,1743.5,9.85028248587571,0.5,0,33,0.551136363636364,0.303751291322314,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10052,2018-08-26,176,176,1.0,1953.54,11.0996590909091,183,1.03977272727273,2049.14,11.1974863387978,0.5,0,34,0.556818181818182,0.310046487603306,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10053,2018-09-02,176,176,1.0,3070.55219999999,17.4463193181818,193,1.09659090909091,3286.35219999999,17.0277316062176,0.5,0,35,0.5625,0.31640625,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10054,2018-09-09,155,155,1.0,1817.78,11.7276129032258,163,1.05161290322581,1870.43,11.4750306748466,0.5,0,36,0.568181818181818,0.322830578512397,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10055,2018-09-16,164,164,1.0,6765.00879999996,41.2500536585363,172,1.04878048780488,6881.30879999996,40.0076093023254,0.5,0,37,0.573863636363636,0.329319473140496,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10056,2018-09-23,158,158,1.0,1883.44,11.9205063291139,161,1.01898734177215,1925.44,11.9592546583851,0.5,0,38,0.579545454545455,0.335872933884298,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10057,2018-09-30,170,170,1.0,1920.2,11.2952941176471,178,1.04705882352941,2079.5,11.6825842696629,0.5,0,39,0.585227272727273,0.342490960743802,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10058,2018-10-07,132,132,1.0,1643.1,12.4477272727273,141,1.06818181818182,1773.55,12.5783687943262,0.5,0,40,0.590909090909091,0.349173553719008,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10059,2018-10-14,147,147,1.0,1894.61,12.8885034013605,157,1.06802721088435,2205.66,14.0487898089172,0.5,0,41,0.596590909090909,0.355920712809917,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10060,2018-10-21,121,121,1.0,1301.63,10.7572727272727,124,1.02479338842975,1367.63,11.0292741935484,0.5,0,42,0.602272727272727,0.362732438016529,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10061,2018-10-28,144,144,1.0,3136.52219999999,21.7814041666666,151,1.04861111111111,3246.52219999999,21.5001470198675,0.5,0,43,0.607954545454546,0.369608729338843,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10062,2018-11-04,124,124,1.0,4276.30439999998,34.4863258064515,135,1.08870967741935,4464.90439999998,33.0733659259258,0.5,0,44,0.613636363636364,0.37654958677686,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10063,2018-11-11,91,91,1.0,1389.1,15.2648351648352,97,1.06593406593407,1471.45,15.169587628866,0.5,1,45,0.619318181818182,0.383555010330579,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10064,2018-11-18,123,123,1.0,2761.85219999999,22.4540829268292,133,1.08130081300813,2833.90219999999,21.3075353383458,0.5,0,46,0.625,0.390625,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10065,2018-11-25,98,98,1.0,5131.90659999997,52.3663938775507,102,1.04081632653061,5242.30659999997,51.3951627450977,0.5,0,47,0.630681818181818,0.397759555785124,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10066,2018-12-02,114,114,1.0,2859.60219999999,25.0842298245613,121,1.06140350877193,2925.60219999999,24.1785305785123,0.5,0,48,0.636363636363636,0.40495867768595,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10067,2018-12-09,111,111,1.0,1696.6,15.2846846846847,126,1.13513513513514,1978.55,15.7027777777778,0.5,0,49,0.642045454545455,0.412222365702479,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10068,2018-12-16,96,96,1.0,1060.3,11.0447916666667,100,1.04166666666667,1139.45,11.3945,0.5,0,50,0.647727272727273,0.419550619834711,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10069,2018-12-23,112,112,1.0,3811.05439999998,34.0272714285713,118,1.05357142857143,3845.10439999998,32.5856305084744,0.5,0,51,0.653409090909091,0.426943440082645,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10070,2018-12-30,134,134,1.0,3991.20439999998,29.7851074626864,140,1.04477611940299,4051.20439999998,28.9371742857141,0.5,0,52,0.659090909090909,0.434400826446281,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10071,2019-01-06,106,106,1.0,1549.55,14.6183962264151,110,1.0377358490566,1622.9,14.7536363636364,0.75,0,1,0.664772727272727,0.44192277892562,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10072,2019-01-13,122,122,1.0,1532.35,12.5602459016393,125,1.02459016393443,1603.1,12.8248,0.75,0,2,0.670454545454546,0.449509297520661,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10073,2019-01-20,107,107,1.0,1075.3,10.0495327102804,111,1.03738317757009,1102.2,9.92972972972973,0.75,0,3,0.676136363636364,0.457160382231405,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10074,2019-01-27,116,116,1.0,1713.15,14.7685344827586,121,1.04310344827586,1769.8,14.6264462809917,0.75,0,4,0.681818181818182,0.464876033057851,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10075,2019-02-03,87,87,1.0,1334.3,15.3367816091954,92,1.05747126436782,1418.0,15.4130434782609,0.75,0,5,0.6875,0.47265625,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10076,2019-02-10,71,71,1.0,5974.70879999996,84.1508281690135,72,1.01408450704225,5980.70879999996,83.0653999999995,0.75,0,6,0.693181818181818,0.480501033057851,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10077,2019-02-17,101,101,1.0,1399.88,13.860198019802,106,1.04950495049505,1474.63,13.9116037735849,0.75,0,7,0.698863636363636,0.488410382231405,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10078,2019-02-24,100,100,1.0,1473.4,14.734,108,1.08,1519.45,14.0689814814815,0.75,0,8,0.704545454545455,0.496384297520661,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10079,2019-03-03,112,112,1.0,2546.15219999999,22.7335017857142,115,1.02678571428571,2589.60219999999,22.5182799999999,0.75,0,9,0.710227272727273,0.50442277892562,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10080,2019-03-10,99,99,1.0,1283.86,12.9682828282828,100,1.01010101010101,1313.86,13.1386,0.75,0,10,0.715909090909091,0.512525826446281,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10081,2019-03-17,94,94,1.0,1024.08,10.8944680851064,102,1.08510638297872,1234.08,12.0988235294118,0.75,0,11,0.721590909090909,0.520693440082645,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10082,2019-03-24,91,91,1.0,1558.31,17.1242857142857,92,1.01098901098901,1588.31,17.2642391304348,0.75,0,12,0.727272727272727,0.528925619834711,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10083,2019-03-31,104,104,1.0,2341.35219999999,22.5130019230768,108,1.03846153846154,2397.35219999999,22.1977055555555,0.75,0,13,0.732954545454546,0.537222365702479,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10084,2019-04-07,94,94,1.0,1315.4,13.9936170212766,96,1.02127659574468,1327.4,13.8270833333333,0.75,0,14,0.738636363636364,0.54558367768595,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10085,2019-04-14,109,109,1.0,1348.95,12.3756880733945,115,1.05504587155963,1431.6,12.4486956521739,0.75,0,15,0.744318181818182,0.554009555785124,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10086,2019-04-21,108,108,1.0,1468.65,13.5986111111111,120,1.11111111111111,1565.5,13.0458333333333,0.75,0,16,0.75,0.5625,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10087,2019-04-28,103,103,1.0,2453.25219999999,23.8179825242717,107,1.03883495145631,2549.25219999999,23.8247869158878,0.75,0,17,0.755681818181818,0.571055010330579,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10088,2019-05-05,108,108,1.0,2588.78219999999,23.9702055555555,120,1.11111111111111,2727.83219999999,22.7319349999999,0.75,0,18,0.761363636363636,0.579674586776859,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10089,2019-05-12,89,89,1.0,833.9,9.36966292134831,90,1.01123595505618,893.9,9.93222222222222,0.75,0,19,0.767045454545455,0.588358729338843,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10090,2019-05-19,119,119,1.0,3750.40439999998,31.5160033613444,122,1.02521008403361,3818.15439999998,31.2963475409834,0.75,0,20,0.772727272727273,0.597107438016529,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10091,2019-05-26,115,115,1.0,2342.80219999999,20.3721930434782,126,1.09565217391304,2406.55219999999,19.0996206349206,0.75,0,21,0.778409090909091,0.605920712809918,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10092,2019-06-02,117,117,1.0,1367.58,11.6887179487179,121,1.03418803418803,1437.28,11.878347107438,0.75,0,22,0.784090909090909,0.614798553719008,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10093,2019-06-09,104,104,1.0,928.25,8.92548076923077,112,1.07692307692308,1082.4,9.66428571428571,0.75,0,23,0.789772727272727,0.623740960743802,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10094,2019-06-16,112,112,1.0,2531.35219999999,22.6013589285713,117,1.04464285714286,2587.55219999999,22.1158307692307,0.75,0,24,0.795454545454546,0.632747933884298,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10095,2019-06-23,132,132,1.0,1474.9,11.1734848484848,140,1.06060606060606,1551.9,11.085,0.75,0,25,0.801136363636364,0.641819473140496,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10096,2019-06-30,151,151,1.0,2966.30219999999,19.6443854304635,153,1.01324503311258,2993.95219999999,19.5683150326797,0.75,0,26,0.806818181818182,0.650955578512397,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10097,2019-07-07,151,151,1.0,5398.45659999997,35.7513682119203,160,1.05960264900662,5548.45659999997,34.6778537499998,0.75,0,27,0.8125,0.66015625,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10098,2019-07-14,164,164,1.0,2253.7,13.7420731707317,175,1.06707317073171,2436.7,13.924,0.75,0,28,0.818181818181818,0.669421487603306,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10099,2019-07-21,153,153,1.0,1661.55,10.8598039215686,160,1.04575163398693,1797.9,11.236875,0.75,0,29,0.823863636363636,0.678751291322314,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10100,2019-07-28,174,174,1.0,4363.96439999998,25.0802551724137,187,1.07471264367816,4821.16439999998,25.7816278074865,0.75,0,30,0.829545454545455,0.688145661157025,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10101,2019-08-04,171,171,1.0,1889.75,11.0511695906433,179,1.04678362573099,1972.1,11.0173184357542,0.75,0,31,0.835227272727273,0.697604597107438,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10102,2019-08-11,137,137,1.0,1642.08,11.9859854014599,140,1.02189781021898,1747.08,12.4791428571429,0.75,0,32,0.840909090909091,0.707128099173554,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10103,2019-08-18,154,154,1.0,1865.2,12.1116883116883,166,1.07792207792208,2068.9,12.4632530120482,0.75,0,33,0.846590909090909,0.716716167355372,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10104,2019-08-25,153,153,1.0,2015.7,13.1745098039216,159,1.03921568627451,3347.55219999999,21.0537874213836,0.75,0,34,0.852272727272727,0.726368801652893,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10105,2019-09-01,147,147,1.0,2968.15219999999,20.1915115646258,154,1.04761904761905,3056.80219999999,19.8493649350649,0.75,0,35,0.857954545454546,0.736086002066116,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10106,2019-09-08,145,145,1.0,4051.75439999998,27.9431337931033,154,1.06206896551724,4142.06439999998,26.896522077922,0.75,0,36,0.863636363636364,0.745867768595041,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10107,2019-09-15,110,110,1.0,1523.0,13.8454545454545,116,1.05454545454545,1605.75,13.8426724137931,0.75,0,37,0.869318181818182,0.75571410123967,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10108,2019-09-22,104,104,1.0,1492.45,14.3504807692308,108,1.03846153846154,1560.5,14.4490740740741,0.75,0,38,0.875,0.765625,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10109,2019-09-29,143,143,1.0,2011.0,14.0629370629371,153,1.06993006993007,2281.4,14.9111111111111,0.75,0,39,0.880681818181818,0.775600464876033,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10110,2019-10-06,142,142,1.0,3016.60219999999,21.2436774647887,146,1.02816901408451,3096.35219999999,21.2078917808218,0.75,0,40,0.886363636363636,0.785640495867769,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10111,2019-10-13,111,111,1.0,1859.2,16.7495495495496,114,1.02702702702703,1931.2,16.940350877193,0.75,0,41,0.892045454545455,0.795745092975207,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10112,2019-10-20,110,110,1.0,3047.25219999999,27.7022927272726,116,1.05454545454545,3293.05219999999,28.3883810344827,0.75,0,42,0.897727272727273,0.805914256198347,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10113,2019-10-27,113,113,1.0,1485.4,13.1451327433628,119,1.05309734513274,1601.48,13.4578151260504,0.75,0,43,0.903409090909091,0.81614798553719,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10114,2019-11-03,133,133,1.0,2396.81,18.0211278195489,139,1.04511278195489,2452.06,17.6407194244604,0.75,0,44,0.909090909090909,0.826446280991736,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10115,2019-11-10,130,130,1.0,3377.35219999999,25.9796323076922,140,1.07692307692308,3674.99219999999,26.2499442857142,0.75,0,45,0.914772727272727,0.836809142561983,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10116,2019-11-17,83,83,1.0,1625.16,19.5802409638554,88,1.06024096385542,1699.16,19.3086363636364,0.75,0,46,0.920454545454546,0.847236570247934,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10117,2019-11-24,93,93,1.0,4900.75659999997,52.6963075268814,94,1.01075268817204,4906.75659999997,52.199538297872,0.75,0,47,0.926136363636364,0.857728564049587,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10118,2019-12-01,114,114,1.0,1580.85,13.8671052631579,123,1.07894736842105,1722.2,14.0016260162602,0.75,0,48,0.931818181818182,0.868285123966942,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10119,2019-12-08,95,95,1.0,1471.9,15.4936842105263,99,1.04210526315789,1719.7,17.3707070707071,0.75,0,49,0.9375,0.87890625,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10120,2019-12-15,106,106,1.0,1620.65,15.2891509433962,112,1.05660377358491,1678.65,14.9879464285714,0.75,0,50,0.943181818181818,0.889591942148761,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10121,2019-12-22,112,112,1.0,4427.15439999998,39.5281642857141,117,1.04464285714286,4534.15439999998,38.7534564102562,0.75,0,51,0.948863636363636,0.900342200413223,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10122,2019-12-29,118,118,1.0,4291.60439999998,36.3695288135592,127,1.07627118644068,4397.85439999998,34.6287748031495,0.75,0,52,0.954545454545455,0.911157024793389,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10123,2020-01-05,143,143,1.0,1703.05,11.9094405594406,149,1.04195804195804,1735.55,11.6479865771812,1.0,0,1,0.960227272727273,0.922036415289256,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10124,2020-01-12,105,105,1.0,3137.10219999999,29.8771638095237,111,1.05714285714286,3208.80219999999,28.9081279279278,1.0,0,2,0.965909090909091,0.932980371900826,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10125,2020-01-19,115,115,1.0,1188.35,10.3334782608696,124,1.07826086956522,1326.05,10.6939516129032,1.0,0,3,0.971590909090909,0.943988894628099,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10126,2020-01-26,124,124,1.0,1463.7,11.8040322580645,131,1.05645161290323,1532.7,11.7,1.0,0,4,0.977272727272727,0.955061983471074,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10127,2020-02-02,97,97,1.0,1419.56,14.6346391752577,102,1.05154639175258,1517.76,14.88,1.0,0,5,0.982954545454546,0.966199638429752,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10128,2020-02-09,120,120,1.0,5130.35659999997,42.7529716666664,127,1.05833333333333,5261.45659999997,41.428792125984,1.0,0,6,0.988636363636364,0.977401859504132,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10129,2020-02-16,90,90,1.0,2428.95219999999,26.9883577777777,96,1.06666666666667,2465.26219999999,25.6798145833332,1.0,0,7,0.994318181818182,0.988668646694215,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10130,2020-02-23,112,112,1.0,1222.11,10.9116964285714,116,1.03571428571429,1289.51,11.1164655172414,1.0,0,8,1.0,1.0,1053,wsdot_good_to_go,Travel & Transportation,Tolls
10131,2016-10-09,97,97,1.0,556.76,5.73979381443299,117,1.20618556701031,726.96,6.21333333333333,0.0,0,40,0.0,0.0,1054,big_fish_games,Home Entertainment,Gaming
10132,2016-10-16,76,76,1.0,437.09,5.75118421052632,98,1.28947368421053,555.54,5.66877551020408,0.0,0,41,0.0056818181818181,3.22830578512397e-05,1054,big_fish_games,Home Entertainment,Gaming
10133,2016-10-23,68,68,1.0,426.46,6.2714705882353,97,1.42647058823529,789.1,8.13505154639175,0.0,0,42,0.0113636363636364,0.0001291322314049,1054,big_fish_games,Home Entertainment,Gaming
10134,2016-10-30,70,70,1.0,482.91,6.89871428571429,80,1.14285714285714,536.73,6.709125,0.0,0,43,0.0170454545454545,0.0002905475206611,1054,big_fish_games,Home Entertainment,Gaming
10135,2016-11-06,67,67,1.0,527.03,7.86611940298507,89,1.32835820895522,651.72,7.32269662921348,0.0,0,44,0.0227272727272727,0.0005165289256198,1054,big_fish_games,Home Entertainment,Gaming
10136,2016-11-13,73,73,1.0,459.74,6.29780821917808,90,1.23287671232877,555.61,6.17344444444445,0.0,0,45,0.0284090909090909,0.0008070764462809,1054,big_fish_games,Home Entertainment,Gaming
10137,2016-11-20,96,96,1.0,756.91,7.88447916666667,116,1.20833333333333,868.16,7.48413793103448,0.0,0,46,0.0340909090909091,0.0011621900826446,1054,big_fish_games,Home Entertainment,Gaming
10138,2016-11-27,87,87,1.0,780.25,8.9683908045977,112,1.28735632183908,1169.98,10.44625,0.0,0,47,0.0397727272727273,0.0015818698347107,1054,big_fish_games,Home Entertainment,Gaming
10139,2016-12-04,66,66,1.0,362.55,5.49318181818182,78,1.18181818181818,408.43,5.23628205128205,0.0,0,48,0.0454545454545455,0.0020661157024793,1054,big_fish_games,Home Entertainment,Gaming
10140,2016-12-11,79,79,1.0,850.67,10.7679746835443,92,1.16455696202532,909.19,9.8825,0.0,0,49,0.0511363636363636,0.0026149276859504,1054,big_fish_games,Home Entertainment,Gaming
10141,2016-12-18,84,84,1.0,597.56,7.11380952380952,101,1.20238095238095,734.45,7.27178217821782,0.0,0,50,0.0568181818181818,0.0032283057851239,1054,big_fish_games,Home Entertainment,Gaming
